user-query,thought,api,res_json,res_json_simple
九六年中国经历了什么灾难,['涉及历史知识查询九六年中国经历了什么灾难'],"[{'category': '历史', 'query': '九六年中国经历了什么灾难', 'tag': '九六年&中国&经历&灾难', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n九六年中国经历了什么灾难[unused1]\n'], 'user': '九六年中国经历了什么灾难', 'assistant': '[{""thought"":""涉及历史知识查询九六年中国经历了什么灾难"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""九六年中国经历了什么灾难"",""tag"":""九六年&中国&经历&灾难""}}]'}}","[{""thought"":""涉及历史知识查询九六年中国经历了什么灾难"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""九六年中国经历了什么灾难"",""tag"":""九六年&中国&经历&灾难""}}]"
红色高棉发生在什么时代,['涉及历史知识问答查询红色高棉发生在什么时代做参考。'],"[{'category': '历史', 'query': '红色高棉发生在什么时代', 'tag': '红色高棉&发生时代', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n红色高棉发生在什么时代[unused1]\n'], 'user': '红色高棉发生在什么时代', 'assistant': '[{""thought"":""涉及历史知识问答查询红色高棉发生在什么时代做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""红色高棉发生在什么时代"",""tag"":""红色高棉&发生时代""}}]'}}","[{""thought"":""涉及历史知识问答查询红色高棉发生在什么时代做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""红色高棉发生在什么时代"",""tag"":""红色高棉&发生时代""}}]"
中美发生战争的概率有多大,['涉及历史知识查询查询中美发生战争的概率'],"[{'category': '历史', 'query': '中美发生战争的概率', 'tag': '中美&发生战争&概率', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中美发生战争的概率有多大[unused1]\n'], 'user': '中美发生战争的概率有多大', 'assistant': '[{""thought"":""涉及历史知识查询查询中美发生战争的概率"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中美发生战争的概率"",""tag"":""中美&发生战争&概率""}}]'}}","[{""thought"":""涉及历史知识查询查询中美发生战争的概率"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中美发生战争的概率"",""tag"":""中美&发生战争&概率""}}]"
如果跟军队的车撞到一起,['涉及体育知识查询查询跟军队的车撞到一起的人'],"[{'category': '体育', 'query': '跟军队的车撞到一起的人', 'tag': '跟军队&撞到&一起&人', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n如果跟军队的车撞到一起[unused1]\n'], 'user': '如果跟军队的车撞到一起', 'assistant': '[{""thought"":""涉及体育知识查询查询跟军队的车撞到一起的人"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""跟军队的车撞到一起的人"",""tag"":""跟军队&撞到&一起&人""}}]'}}","[{""thought"":""涉及体育知识查询查询跟军队的车撞到一起的人"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""跟军队的车撞到一起的人"",""tag"":""跟军队&撞到&一起&人""}}]"
内陆和台湾的形势怎么样,['涉及历史知识问答查询内陆和台湾的形势做参考。'],"[{'category': '历史', 'query': '内陆和台湾的形势', 'tag': '内陆&台湾&形势', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n内陆和台湾的形势怎么样[unused1]\n'], 'user': '内陆和台湾的形势怎么样', 'assistant': '[{""thought"":""涉及历史知识问答查询内陆和台湾的形势做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""内陆和台湾的形势"",""tag"":""内陆&台湾&形势""}}]'}}","[{""thought"":""涉及历史知识问答查询内陆和台湾的形势做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""内陆和台湾的形势"",""tag"":""内陆&台湾&形势""}}]"
刘胡兰有什么搞死的,['问题涉及人物知识查询刘胡兰的死因信息'],"[{'category': '人物', 'query': '刘胡兰的死因是什么', 'tag': '刘胡兰&死因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n刘胡兰有什么搞死的[unused1]\n'], 'user': '刘胡兰有什么搞死的', 'assistant': '[{""thought"":""问题涉及人物知识查询刘胡兰的死因信息"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""刘胡兰的死因是什么"",""tag"":""刘胡兰&死因""}}]'}}","[{""thought"":""问题涉及人物知识查询刘胡兰的死因信息"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""刘胡兰的死因是什么"",""tag"":""刘胡兰&死因""}}]"
台湾局势军事行动现在什么情况,['涉及历史知识查询查询台湾局势军事行动的情况'],"[{'category': '历史', 'query': '台湾局势军事行动的情况', 'tag': '台湾局势&军事行动&情况', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾局势军事行动现在什么情况[unused1]\n'], 'user': '台湾局势军事行动现在什么情况', 'assistant': '[{""thought"":""涉及历史知识查询查询台湾局势军事行动的情况"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾局势军事行动的情况"",""tag"":""台湾局势&军事行动&情况""}}]'}}","[{""thought"":""涉及历史知识查询查询台湾局势军事行动的情况"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾局势军事行动的情况"",""tag"":""台湾局势&军事行动&情况""}}]"
台湾赖德清是什么人,['涉及人物知识查询台湾赖德清的简介'],"[{'category': '人物', 'query': '台湾赖德清的简介', 'tag': '台湾赖德清&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾赖德清是什么人[unused1]\n'], 'user': '台湾赖德清是什么人', 'assistant': '[{""thought"":""涉及人物知识查询台湾赖德清的简介"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""台湾赖德清的简介"",""tag"":""台湾赖德清&简介""}}]'}}","[{""thought"":""涉及人物知识查询台湾赖德清的简介"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""台湾赖德清的简介"",""tag"":""台湾赖德清&简介""}}]"
中国经济属于通缩还是通胀,['涉及历史知识问答查询中国经济属于通缩还是通胀做参考。'],"[{'category': '历史', 'query': '中国经济属于通缩还是通胀', 'tag': '中国经济&通缩&通胀', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国经济属于通缩还是通胀[unused1]\n'], 'user': '中国经济属于通缩还是通胀', 'assistant': '[{""thought"":""涉及历史知识问答查询中国经济属于通缩还是通胀做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国经济属于通缩还是通胀"",""tag"":""中国经济&通缩&通胀""}}]'}}","[{""thought"":""涉及历史知识问答查询中国经济属于通缩还是通胀做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国经济属于通缩还是通胀"",""tag"":""中国经济&通缩&通胀""}}]"
你觉得世界第三次世界大战什么时候能打,['涉及历史知识查询世界第三次世界大战的时间信息做参考'],"[{'category': '历史', 'query': '世界第三次世界大战的时间', 'tag': '世界第三次世界大战&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n你觉得世界第三次世界大战什么时候能打[unused1]\n'], 'user': '你觉得世界第三次世界大战什么时候能打', 'assistant': '[{""thought"":""涉及历史知识查询世界第三次世界大战的时间信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""世界第三次世界大战的时间"",""tag"":""世界第三次世界大战&时间""}}]'}}","[{""thought"":""涉及历史知识查询世界第三次世界大战的时间信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""世界第三次世界大战的时间"",""tag"":""世界第三次世界大战&时间""}}]"
台湾被我们中国的军舰包围了吗,['涉及事实查询台湾被我们中国的军舰包围信息做参考。'],"[{'category': '历史', 'query': '台湾被我们中国的军舰包围', 'tag': '台湾&被驱赶&军舰', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾被我们中国的军舰包围了吗[unused1]\n'], 'user': '台湾被我们中国的军舰包围了吗', 'assistant': '[{""thought"":""涉及事实查询台湾被我们中国的军舰包围信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾被我们中国的军舰包围"",""tag"":""台湾&被驱赶&军舰""}}]'}}","[{""thought"":""涉及事实查询台湾被我们中国的军舰包围信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾被我们中国的军舰包围"",""tag"":""台湾&被驱赶&军舰""}}]"
城乡是什么玩意儿,['涉及历史知识问答查询城乡的简介做参考。'],"[{'category': '历史', 'query': '城乡的简介', 'tag': '城乡&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n城乡是什么玩意儿[unused1]\n'], 'user': '城乡是什么玩意儿', 'assistant': '[{""thought"":""涉及历史知识问答查询城乡的简介做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""城乡的简介"",""tag"":""城乡&简介""}}]'}}","[{""thought"":""涉及历史知识问答查询城乡的简介做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""城乡的简介"",""tag"":""城乡&简介""}}]"
普京芳华带来了什么消息,['涉及自由对话请求'],"[{'category': '人物', 'query': '普京芳华带来了什么消息', 'tag': '普京&芳华&消息', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n普京芳华带来了什么消息[unused1]\n'], 'user': '普京芳华带来了什么消息', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""普京芳华带来了什么消息"",""tag"":""普京&芳华&消息""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""普京芳华带来了什么消息"",""tag"":""普京&芳华&消息""}}]"
